Source,09:30:00,09:31:00,09:32:00,09:33:00,09:34:00,09:35:00,09:45:00,10:00:00,10:15:00,10:30:00,10:45:00,11:00:00,11:15:00,11:30:00,13:00:00,13:01:00,13:02:00,13:03:00,13:04:00,13:05:00,13:15:00,13:30:00,13:45:00,14:00:00,14:15:00,14:30:00,14:45:00,14:57:00,14:58:00,14:59:00,15:00:00
hb04-dot-v2,222.2,9750.27,24385.57,18015.5,1750.72,219.94,202.02,197.52,183.88,182.35,174.23,169.24,162.52,159.07,1600.14,3813.64,144.09,142.28,144.76,143.9,144.88,130.34,132.2,123.98,127.33,128.5,126.38,132.26,130.92,no data,no data
hb04-dot-v5,226.74,9767.14,24398.72,17935.65,1718.8,218.52,200.73,195.6,182.42,181.04,172.72,168.4,161.14,157.91,1651.07,3815.24,142.34,140.58,142.95,142.24,142.57,129.77,131.12,123.44,126.37,127.95,125.4,131.19,130.28,no data,no data
hb08-dot-v2,181.45,9628.76,24640.65,18482.28,1992.35,211.99,196.21,191.4,179.11,178.33,170.68,166.62,159.4,156.71,902.29,3792.72,140.39,138.66,140.55,140.13,140.65,128.05,129.53,122.55,125.51,126.74,123.72,128.24,126.01,no data,no data
hb09-dot-v2,194.26,9666.83,24666.56,18388.1,1941.03,211.38,196.21,191.57,179.04,178.34,170.43,166.34,159.57,156.42,1187.96,3816.11,140.33,138.69,140.71,140.04,140.71,128.05,129.32,122.31,125.28,126.49,123.62,128.4,126.35,no data,no data
hb09-dot-v5,189.46,9662.35,24661.9,18407.33,1954.14,214.85,199.65,193.28,180.68,179.63,171.42,167.29,160.45,156.94,1189.94,3817.12,140.75,139.4,141.69,141.05,141.45,128.68,129.78,122.64,125.54,126.79,124.08,128.83,126.95,no data,no data
hb09-dot-v5_xuxin,207.99,9642.29,24651.85,18432.84,1962.68,219.43,200.68,196.05,181.88,180.22,172.46,167.27,159.48,156.63,1122.19,3806.6,143.29,141.27,144.13,143.51,144.4,129.5,130.33,122.7,125.99,127.73,125.72,131.49,129.59,no data,no data
hbsz04-dot-v2,229.94,9689.09,24686,18386.79,1941.54,222.22,206.75,201.56,188.6,188.1,179.88,175.06,168.08,165.13,1274.14,3819.79,149.54,147.55,149.57,148.81,149.58,136.45,137.64,130.43,133.56,134.84,132.1,137.02,135.47,no data,no data
hbsz04-dot-v5,227.83,9685.35,24685.6,18389.92,1947.68,226.41,209.76,205.07,190.33,189.35,181.09,176.47,169.2,166.27,1278.08,3821.11,150.29,148.39,150.77,150.07,150.99,137.41,138.5,131.15,134.37,135.59,132.96,138.41,136.39,no data,no data
hbsz06-dot-v2,191.93,9661.17,24684.46,18374.01,1934.1,223.29,206.87,202.14,188.53,187.98,179.72,175.01,167.86,164.89,1199.86,3823.89,148.99,147.44,149.62,148.85,149.39,136.39,137.62,130.49,133.54,134.81,131.99,136.88,135.01,no data,no data
hbsz07-dot-v2,188.29,9655.1,24674.53,18371.44,1935.08,220.7,204.57,199.69,187.55,187.13,179.07,174.69,167.49,164.57,1261.68,3817.8,148.18,146.63,148.63,147.96,148.35,135.97,137.64,130.14,133.18,134.52,131.56,136.22,134.91,no data,no data
hbsz08-dot-v2,190.92,9670.9,24688.34,18354.37,1929.17,221.11,205.4,200.77,187.94,187.65,179.33,174.64,167.52,164.48,1330.28,3812.31,148.2,146.47,148.81,148.08,148.66,135.88,137.4,130.38,133.29,134.6,131.65,136.13,133.91,no data,no data
hbsz08-dot-v5,190.89,9655.76,24686.32,18369.24,1938.26,227.67,209.98,202.99,191.04,189.39,181.33,176.97,169.08,166.4,1306.94,3818.19,149.24,148.15,150.99,149.29,149.95,136.73,138.66,131.18,134.05,135.4,132.52,137.61,135.82,no data,no data
